Size, Seq, Par, Libc
150000, 0.027703, 0.039884, 0.032963
150000, 0.027903, 0.037045, 0.031039
150000, 0.028171, 0.044505, 0.032974
150000, 0.029426, 0.035849, 0.031005
150000, 0.037065, 0.037053, 0.040063
200000, 0.037949, 0.048759, 0.045421
200000, 0.038270, 0.048542, 0.044775
200000, 0.038804, 0.047316, 0.045126
200000, 0.039531, 0.050520, 0.045825
200000, 0.039921, 0.053061, 0.044799
250000, 0.047852, 0.057286, 0.058165
250000, 0.047961, 0.056770, 0.054917
250000, 0.049065, 0.057028, 0.055078
250000, 0.049999, 0.055575, 0.054498
250000, 0.053008, 0.055072, 0.053405
300000, 0.057561, 0.070368, 0.063807
300000, 0.057566, 0.061726, 0.065463
300000, 0.059578, 0.060393, 0.067983
300000, 0.060120, 0.067478, 0.063901
300000, 0.060954, 0.063204, 0.066031
350000, 0.068192, 0.070791, 0.076340
350000, 0.069002, 0.077446, 0.079292
350000, 0.069460, 0.070432, 0.075870
350000, 0.069787, 0.068965, 0.075158
350000, 0.071286, 0.075411, 0.075639
400000, 0.079706, 0.097572, 0.087144
400000, 0.080194, 0.093059, 0.086914
400000, 0.080600, 0.085079, 0.087848
400000, 0.081694, 0.092443, 0.088179
400000, 0.097389, 0.099751, 0.114332
450000, 0.088654, 0.090629, 0.101351
450000, 0.088910, 0.098982, 0.097724
450000, 0.089088, 0.101068, 0.098860
450000, 0.089291, 0.103381, 0.097363
450000, 0.093205, 0.095547, 0.100585
500000, 0.101669, 0.109702, 0.110804
500000, 0.104270, 0.098874, 0.115067
500000, 0.109015, 0.102562, 0.113266
500000, 0.109978, 0.105685, 0.109680
500000, 0.136241, 0.101249, 0.109712
550000, 0.113672, 0.107108, 0.120892
550000, 0.115008, 0.108768, 0.125224
550000, 0.116980, 0.100896, 0.122012
550000, 0.117019, 0.108520, 0.128362
550000, 0.117727, 0.111181, 0.126520
600000, 0.126461, 0.120509, 0.138766
600000, 0.127322, 0.114485, 0.133684
600000, 0.127672, 0.118773, 0.136130
600000, 0.128917, 0.122191, 0.136094
600000, 0.131850, 0.121564, 0.133355
650000, 0.135682, 0.129281, 0.146861
650000, 0.136032, 0.119178, 0.151567
650000, 0.137440, 0.120418, 0.145562
650000, 0.138461, 0.119787, 0.145032
650000, 0.138579, 0.116850, 0.149453
