Size, Seq, Par, Libc
350000, 0.067160, 0.078569, 0.078389
350000, 0.068150, 0.078192, 0.077361
350000, 0.068973, 0.069039, 0.075923
350000, 0.073737, 0.072539, 0.075619
350000, 0.076507, 0.101395, 0.075158
375000, 0.073074, 0.090457, 0.086672
375000, 0.074255, 0.077388, 0.082115
375000, 0.074430, 0.078689, 0.082783
375000, 0.074435, 0.080437, 0.082078
375000, 0.075820, 0.083938, 0.081541
400000, 0.079573, 0.083362, 0.087304
400000, 0.080843, 0.091503, 0.087359
400000, 0.081114, 0.091462, 0.091069
400000, 0.081205, 0.089520, 0.086668
400000, 0.081383, 0.082061, 0.086316
425000, 0.084242, 0.091459, 0.094993
425000, 0.085489, 0.092122, 0.093313
425000, 0.086909, 0.086349, 0.092533
425000, 0.087089, 0.103922, 0.092904
425000, 0.087531, 0.094671, 0.092744
450000, 0.089571, 0.094636, 0.098066
450000, 0.090680, 0.094873, 0.098489
450000, 0.092347, 0.091088, 0.098393
450000, 0.092783, 0.092907, 0.099741
450000, 0.093661, 0.091995, 0.099005
475000, 0.094529, 0.096658, 0.104239
475000, 0.095971, 0.107204, 0.103609
475000, 0.096298, 0.098562, 0.105848
475000, 0.097557, 0.098406, 0.104993
475000, 0.098782, 0.102758, 0.106664
500000, 0.103600, 0.100057, 0.112387
500000, 0.103713, 0.103212, 0.109021
500000, 0.103733, 0.106362, 0.109664
500000, 0.104741, 0.104790, 0.110029
500000, 0.105379, 0.101472, 0.110105
525000, 0.106217, 0.119110, 0.116696
525000, 0.109072, 0.111773, 0.116571
525000, 0.110760, 0.109296, 0.114590
525000, 0.111990, 0.111697, 0.115322
525000, 0.112039, 0.104801, 0.116251
550000, 0.113924, 0.116894, 0.125571
550000, 0.114024, 0.115534, 0.125482
550000, 0.114066, 0.115235, 0.122206
550000, 0.114317, 0.109589, 0.123454
550000, 0.114579, 0.111100, 0.126067
