Size, Seq, Par, Libc
400000, 0.099493, 0.085670, 0.089558
400000, 0.080847, 0.079071, 0.090348
700000, 0.151625, 0.136111, 0.160881
600000, 0.124491, 0.108504, 0.139891
800000, 0.178269, 0.144303, 0.187974
500000, 0.103944, 0.099508, 0.116295
800000, 0.173830, 0.149091, 0.189185
400000, 0.079181, 0.079818, 0.088471
400000, 0.079544, 0.089094, 0.114497
900000, 0.263280, 0.175419, 0.208796
700000, 0.145278, 0.131719, 0.164826
600000, 0.124277, 0.120925, 0.177126
700000, 0.193384, 0.159513, 0.160517
900000, 0.188823, 0.164322, 0.211786
700000, 0.145164, 0.131548, 0.165865
600000, 0.128481, 0.119581, 0.165040
800000, 0.220094, 0.188035, 0.185426
600000, 0.126949, 0.107604, 0.135375
800000, 0.167484, 0.146115, 0.184286
600000, 0.126550, 0.122880, 0.134400
500000, 0.100740, 0.098630, 0.110475
400000, 0.081121, 0.079650, 0.086791
900000, 0.204359, 0.160957, 0.223654
500000, 0.104152, 0.105465, 0.117881
800000, 0.214375, 0.175348, 0.224633
500000, 0.120242, 0.129780, 0.160067
700000, 0.202554, 0.165403, 0.199224
500000, 0.107989, 0.100246, 0.114747
900000, 0.189412, 0.163183, 0.217082
900000, 0.238488, 0.215590, 0.231628
