Size, Seq, Par, Libc
150000, 0.028092, 0.037263, 0.032137
150000, 0.028103, 0.035037, 0.031834
150000, 0.028332, 0.038879, 0.031678
150000, 0.028892, 0.042691, 0.037077
150000, 0.029108, 0.043809, 0.032277
200000, 0.037974, 0.048197, 0.046113
200000, 0.038183, 0.051405, 0.044770
200000, 0.038417, 0.052678, 0.045681
200000, 0.038419, 0.051279, 0.046135
200000, 0.040645, 0.050965, 0.044578
250000, 0.047480, 0.058283, 0.057497
250000, 0.047875, 0.054536, 0.054952
250000, 0.047978, 0.061104, 0.053819
250000, 0.048365, 0.064202, 0.054790
250000, 0.048459, 0.054367, 0.054713
250000, 0.049403, 0.052935, 0.056058
250000, 0.049784, 0.057474, 0.058357
250000, 0.050751, 0.055554, 0.054598
250000, 0.052309, 0.055932, 0.057002
250000, 0.059456, 0.066910, 0.054440
300000, 0.057547, 0.065975, 0.063515
300000, 0.057727, 0.067281, 0.063714
300000, 0.057880, 0.064335, 0.067116
300000, 0.057991, 0.068430, 0.067502
300000, 0.058444, 0.065102, 0.065343
300000, 0.058922, 0.065861, 0.065351
300000, 0.060041, 0.068382, 0.068816
300000, 0.060053, 0.062424, 0.063534
300000, 0.061041, 0.066453, 0.064862
300000, 0.063232, 0.069093, 0.063459
350000, 0.068495, 0.072359, 0.075297
350000, 0.069107, 0.071678, 0.077469
350000, 0.069493, 0.074250, 0.078521
350000, 0.069508, 0.082048, 0.075514
350000, 0.069565, 0.072786, 0.074766
350000, 0.069684, 0.081554, 0.077322
350000, 0.069811, 0.072979, 0.077760
350000, 0.070394, 0.077812, 0.077161
350000, 0.071107, 0.071566, 0.075838
350000, 0.071770, 0.073919, 0.076090
400000, 0.079656, 0.092730, 0.086358
400000, 0.080430, 0.097409, 0.089389
400000, 0.080518, 0.083000, 0.086981
400000, 0.080558, 0.081625, 0.086695
400000, 0.081528, 0.092352, 0.086623
400000, 0.081583, 0.089203, 0.086452
400000, 0.082040, 0.084158, 0.087060
400000, 0.082075, 0.095041, 0.087826
400000, 0.082985, 0.097136, 0.088855
400000, 0.088691, 0.081691, 0.088866
450000, 0.089676, 0.097904, 0.098297
450000, 0.089977, 0.093331, 0.100428
450000, 0.089986, 0.086363, 0.097957
450000, 0.090211, 0.094697, 0.099633
450000, 0.090485, 0.092531, 0.097847
450000, 0.090818, 0.100350, 0.099213
450000, 0.091546, 0.097638, 0.101342
450000, 0.091608, 0.102492, 0.102818
450000, 0.093520, 0.103194, 0.101507
450000, 0.121460, 0.109212, 0.130609
500000, 0.101649, 0.106864, 0.109895
500000, 0.103109, 0.103155, 0.109617
500000, 0.103591, 0.111794, 0.110956
500000, 0.103632, 0.098319, 0.114914
500000, 0.104174, 0.097464, 0.109567
500000, 0.106619, 0.100154, 0.114076
500000, 0.106955, 0.106711, 0.112177
500000, 0.107327, 0.103009, 0.112752
500000, 0.108535, 0.098289, 0.109561
500000, 0.110276, 0.100149, 0.110816
550000, 0.113288, 0.107410, 0.124660
550000, 0.113397, 0.107669, 0.124354
550000, 0.113750, 0.108474, 0.122694
550000, 0.113871, 0.109478, 0.122933
550000, 0.114344, 0.102484, 0.122724
550000, 0.116117, 0.107392, 0.122970
550000, 0.117034, 0.107058, 0.124199
550000, 0.119294, 0.109570, 0.121907
550000, 0.119736, 0.108822, 0.125795
550000, 0.144975, 0.107612, 0.122858
600000, 0.123526, 0.113162, 0.132889
600000, 0.123548, 0.114195, 0.136494
600000, 0.125845, 0.120906, 0.139688
600000, 0.125957, 0.118445, 0.133551
600000, 0.127213, 0.111141, 0.137048
600000, 0.127423, 0.110267, 0.133558
600000, 0.127893, 0.114416, 0.136955
600000, 0.128541, 0.116780, 0.133541
600000, 0.128881, 0.111105, 0.140061
600000, 0.137834, 0.127981, 0.134042
650000, 0.134791, 0.136892, 0.147123
650000, 0.136178, 0.131696, 0.147150
650000, 0.137244, 0.119281, 0.151231
650000, 0.138043, 0.124804, 0.148434
650000, 0.138129, 0.117165, 0.152386
650000, 0.138491, 0.124704, 0.147782
650000, 0.138848, 0.120238, 0.152210
650000, 0.140399, 0.122362, 0.147672
650000, 0.142584, 0.123409, 0.146698
650000, 0.144386, 0.130231, 0.148832
