Size, Seq, Par, Libc
5000000, 1.217099, 0.865026, 1.301701
7000000, 1.814200, 1.270584, 2.135872
4000000, 0.932979, 0.673863, 1.022978
7000000, 1.796504, 1.296990, 1.873314
9000000, 2.314003, 1.681997, 2.733335
2000000, 0.441711, 0.346728, 0.484208
9000000, 2.381728, 1.560851, 2.713688
7000000, 1.810606, 1.263029, 2.130695
5000000, 1.297582, 0.892123, 1.430759
2000000, 0.448589, 0.364590, 0.484945
10000000, 2.787654, 1.854451, 3.049787
3000000, 0.731012, 0.535650, 0.758153
8000000, 2.031192, 1.420522, 2.451249
10000000, 2.630669, 1.914069, 3.046245
2000000, 0.492439, 0.374227, 0.485222
7000000, 1.678849, 1.264625, 1.872507
1000000, 0.209797, 0.196608, 0.229956
1000000, 0.221466, 0.186389, 0.229786
7000000, 1.810015, 1.241279, 2.122633
1000000, 0.258647, 0.231303, 0.258958
2000000, 0.444492, 0.357239, 0.491098
1000000, 0.220054, 0.190959, 0.234992
9000000, 2.278643, 1.683857, 2.542774
3000000, 0.681261, 0.521476, 0.940390
1000000, 0.273203, 0.183466, 0.234974
8000000, 1.924637, 1.618354, 2.142343
2000000, 0.433012, 0.363091, 0.492684
10000000, 2.493743, 1.784038, 2.727832
6000000, 1.552493, 1.106193, 1.715925
8000000, 1.934602, 1.475448, 2.336902
4000000, 0.925561, 0.803765, 1.020576
9000000, 2.340530, 1.622801, 2.502701
6000000, 1.509012, 1.134809, 1.712358
4000000, 0.938044, 0.718634, 1.024089
3000000, 0.722347, 0.539059, 0.752962
8000000, 2.272128, 1.570940, 2.481483
4000000, 0.960811, 0.768380, 1.156986
10000000, 2.688404, 1.810184, 2.986020
5000000, 1.418775, 0.906681, 1.428675
10000000, 2.706253, 1.889369, 3.051972
4000000, 1.091187, 0.702744, 1.266926
5000000, 1.165815, 0.903634, 1.300771
9000000, 2.340016, 1.649986, 2.599735
5000000, 1.233497, 0.920346, 1.560664
6000000, 1.637979, 1.120290, 1.759999
8000000, 2.272191, 1.427371, 2.331073
3000000, 0.814816, 0.511162, 0.847880
6000000, 1.638831, 1.090064, 1.710285
6000000, 1.465694, 1.028312, 1.581714
3000000, 0.726016, 0.535578, 0.753479
