Size, Seq, Par, Libc
150000, 0.027694, 0.039175, 0.032529
150000, 0.027959, 0.037600, 0.030515
150000, 0.028107, 0.036576, 0.030487
150000, 0.029009, 0.042584, 0.032502
150000, 0.029255, 0.041734, 0.032366
200000, 0.037692, 0.049925, 0.044975
200000, 0.038059, 0.049979, 0.044520
200000, 0.038456, 0.049013, 0.046352
200000, 0.038837, 0.044402, 0.046159
200000, 0.039182, 0.049705, 0.044815
250000, 0.047816, 0.063594, 0.056062
250000, 0.047890, 0.057730, 0.054124
250000, 0.050012, 0.062468, 0.054240
250000, 0.050110, 0.052291, 0.057990
250000, 0.051505, 0.061373, 0.055229
300000, 0.057709, 0.067926, 0.064487
300000, 0.057979, 0.060039, 0.067978
300000, 0.058053, 0.064689, 0.068013
300000, 0.058245, 0.066446, 0.064053
300000, 0.059292, 0.062823, 0.066555
350000, 0.068158, 0.072705, 0.079381
350000, 0.069580, 0.068621, 0.077374
350000, 0.070634, 0.072161, 0.075206
350000, 0.070669, 0.075136, 0.080424
350000, 0.071138, 0.074583, 0.076825
400000, 0.077577, 0.089576, 0.088186
400000, 0.078281, 0.086905, 0.090324
400000, 0.078753, 0.084520, 0.087230
400000, 0.080578, 0.095499, 0.088618
400000, 0.084386, 0.083184, 0.086218
450000, 0.089527, 0.099605, 0.097601
450000, 0.089877, 0.096625, 0.098668
450000, 0.090604, 0.101094, 0.097620
450000, 0.093007, 0.102845, 0.098027
450000, 0.096009, 0.091710, 0.102806
500000, 0.101680, 0.100096, 0.109811
500000, 0.104632, 0.104678, 0.113167
500000, 0.106744, 0.100065, 0.111625
500000, 0.108769, 0.096257, 0.111844
500000, 0.109236, 0.095886, 0.109912
550000, 0.113619, 0.105462, 0.123604
550000, 0.113913, 0.107396, 0.122065
550000, 0.114080, 0.107139, 0.123628
550000, 0.114825, 0.110439, 0.131645
550000, 0.115037, 0.103887, 0.124405
600000, 0.126653, 0.122216, 0.157840
600000, 0.127242, 0.118947, 0.135261
600000, 0.130206, 0.118420, 0.138748
600000, 0.139480, 0.131479, 0.132653
600000, 0.165130, 0.131813, 0.164368
650000, 0.134655, 0.128753, 0.148480
650000, 0.136683, 0.129651, 0.147502
650000, 0.136794, 0.128168, 0.148150
650000, 0.137861, 0.124158, 0.145148
650000, 0.139930, 0.122352, 0.148300
