Size, Seq, Par, Libc
410000, 0.081709, 0.103921, 0.090059
410000, 0.082311, 0.093305, 0.088913
410000, 0.084063, 0.089625, 0.088912
410000, 0.086960, 0.086761, 0.090029
410000, 0.089332, 0.090813, 0.089167
420000, 0.083394, 0.090371, 0.091377
420000, 0.084234, 0.090631, 0.091446
420000, 0.084738, 0.090223, 0.091437
420000, 0.087847, 0.094594, 0.092284
420000, 0.089677, 0.088782, 0.092156
430000, 0.084486, 0.103152, 0.094817
430000, 0.086042, 0.095190, 0.093109
430000, 0.086161, 0.094126, 0.093569
430000, 0.086621, 0.091119, 0.094801
430000, 0.087065, 0.092120, 0.096479
440000, 0.087202, 0.098615, 0.095977
440000, 0.088092, 0.099421, 0.096094
440000, 0.089272, 0.095608, 0.097522
440000, 0.089299, 0.095643, 0.096545
440000, 0.091018, 0.095412, 0.097921
450000, 0.089561, 0.097511, 0.100522
450000, 0.091026, 0.091744, 0.098518
450000, 0.092008, 0.106527, 0.101508
450000, 0.092024, 0.089484, 0.106186
450000, 0.093663, 0.095854, 0.097898
460000, 0.091425, 0.100933, 0.100372
460000, 0.092263, 0.099672, 0.102285
460000, 0.092575, 0.104437, 0.108141
460000, 0.093398, 0.108668, 0.105139
460000, 0.093793, 0.096959, 0.102600
470000, 0.093043, 0.091462, 0.103080
470000, 0.095014, 0.100380, 0.102323
470000, 0.096507, 0.097517, 0.103136
470000, 0.097729, 0.093773, 0.102415
470000, 0.099760, 0.098551, 0.102018
480000, 0.095887, 0.114897, 0.105086
480000, 0.099407, 0.096561, 0.105135
480000, 0.100190, 0.102280, 0.105190
480000, 0.100755, 0.096657, 0.106117
480000, 0.103407, 0.109945, 0.105786
490000, 0.098832, 0.097012, 0.107734
490000, 0.099077, 0.105359, 0.107225
490000, 0.099922, 0.103407, 0.107008
490000, 0.100506, 0.099094, 0.109040
490000, 0.102240, 0.100187, 0.107293
